date,SKU,qty,price_per_unit,tavg,prcp,tsun,sale_active,sale_percent,mmdd,day_of_week,month,is_holiday
2024-03-29,sw100044,0.0,57.537499999999994,10.6,2.3,180.0,True,0.1,03-29,4,3,True
2024-03-30,sw100044,0.0,57.537499999999994,13.0,0.0,18.0,True,0.1,03-30,5,3,False
2024-03-31,sw100044,0.0,57.537499999999994,13.2,0.1,450.0,True,0.1,03-31,6,3,False
2024-04-01,sw100044,0.0,57.537499999999994,9.9,2.7,90.0,True,0.1,04-01,0,4,True
2024-04-02,sw100044,0.0,57.537499999999994,10.1,0.2,492.0,False,0.0,04-02,1,4,False
2024-04-03,sw100044,0.0,57.537499999999994,10.4,2.0,60.0,False,0.0,04-03,2,4,False
2024-04-04,sw100044,0.0,57.537499999999994,12.9,1.1,192.0,False,0.0,04-04,3,4,False
2024-04-05,sw100044,0.0,57.537499999999994,17.0,0.0,306.0,False,0.0,04-05,4,4,False
2024-04-06,sw100044,0.0,57.537499999999994,19.9,0.0,642.0,False,0.0,04-06,5,4,False
2024-04-07,sw100044,0.0,57.537499999999994,19.3,0.0,480.0,False,0.0,04-07,6,4,False
2024-04-08,sw100044,0.0,57.537499999999994,21.3,0.0,486.0,False,0.0,04-08,0,4,False
2024-04-09,sw100044,0.0,57.537499999999994,12.8,0.0,48.0,False,0.0,04-09,1,4,False
2024-04-10,sw100044,0.0,57.537499999999994,9.7,0.0,492.0,False,0.0,04-10,2,4,False
2024-04-11,sw100044,0.0,57.537499999999994,11.1,0.0,666.0,False,0.0,04-11,3,4,False
2024-04-12,sw100044,0.0,57.537499999999994,14.0,0.0,720.0,False,0.0,04-12,4,4,False
2024-04-13,sw100044,0.0,57.537499999999994,16.8,0.0,708.0,False,0.0,04-13,5,4,False
2024-04-14,sw100044,0.0,57.537499999999994,18.5,0.3,672.0,False,0.0,04-14,6,4,False
2024-04-15,sw100044,0.0,57.537499999999994,13.0,1.0,90.0,False,0.0,04-15,0,4,False
2024-04-16,sw100044,0.0,57.537499999999994,7.5,5.1,288.0,False,0.0,04-16,1,4,False
2024-04-17,sw100044,0.0,57.537499999999994,5.5,3.2,222.0,False,0.0,04-17,2,4,False
2024-04-18,sw100044,0.0,57.537499999999994,5.1,2.1,204.0,False,0.0,04-18,3,4,False
2024-04-19,sw100044,0.0,57.537499999999994,5.1,8.5,0.0,False,0.0,04-19,4,4,False
2024-04-20,sw100044,0.0,57.537499999999994,5.4,2.7,258.0,False,0.0,04-20,5,4,False
2024-04-21,sw100044,0.0,57.537499999999994,4.2,0.0,180.0,False,0.0,04-21,6,4,False
2024-04-22,sw100044,0.0,57.537499999999994,4.8,0.0,384.0,False,0.0,04-22,0,4,False
2024-04-23,sw100044,0.0,57.537499999999994,4.8,0.0,432.0,False,0.0,04-23,1,4,False
2024-04-24,sw100044,0.0,57.537499999999994,4.0,2.3,210.0,False,0.0,04-24,2,4,False
2024-04-25,sw100044,0.0,57.537499999999994,5.9,0.0,120.0,False,0.0,04-25,3,4,False
2024-04-26,sw100044,0.0,57.537499999999994,8.6,0.1,186.0,False,0.0,04-26,4,4,False
2024-04-27,sw100044,0.0,57.537499999999994,14.4,0.0,732.0,False,0.0,04-27,5,4,False
2024-04-28,sw100044,0.0,57.537499999999994,13.5,0.0,150.0,False,0.0,04-28,6,4,False
2024-04-29,sw100044,0.0,57.537499999999994,15.1,0.0,504.0,False,0.0,04-29,0,4,False
2024-04-30,sw100044,0.0,57.537499999999994,18.2,0.0,684.0,False,0.0,04-30,1,4,False
2024-05-01,sw100044,0.0,57.537499999999994,19.2,0.0,798.0,False,0.0,05-01,2,5,True
2024-05-02,sw100044,0.0,57.537499999999994,15.0,7.4,342.0,False,0.0,05-02,3,5,False
2024-05-03,sw100044,0.0,57.537499999999994,12.0,0.0,96.0,False,0.0,05-03,4,5,False
2024-05-04,sw100044,0.0,57.537499999999994,14.3,0.0,360.0,False,0.0,05-04,5,5,False
2024-05-05,sw100044,0.0,57.537499999999994,15.6,3.6,264.0,False,0.0,05-05,6,5,False
2024-05-06,sw100044,0.0,57.537499999999994,13.8,1.5,0.0,False,0.0,05-06,0,5,False
2024-05-07,sw100044,0.0,57.537499999999994,12.7,0.0,204.0,False,0.0,05-07,1,5,False
2024-05-08,sw100044,0.0,57.537499999999994,11.5,0.0,24.0,False,0.0,05-08,2,5,False
2024-05-09,sw100044,0.0,57.537499999999994,14.0,0.0,780.0,False,0.0,05-09,3,5,True
2024-05-10,sw100044,0.0,57.537499999999994,15.7,0.0,828.0,False,0.0,05-10,4,5,False
2024-05-11,sw100044,0.0,57.537499999999994,17.2,0.0,834.0,False,0.0,05-11,5,5,False
2024-05-12,sw100044,0.0,57.537499999999994,18.8,0.0,858.0,False,0.0,05-12,6,5,False
2024-05-13,sw100044,0.0,57.537499999999994,18.1,4.8,480.0,False,0.0,05-13,0,5,False
2024-05-14,sw100044,0.0,57.537499999999994,19.2,0.0,840.0,False,0.0,05-14,1,5,False
2024-05-15,sw100044,0.0,57.537499999999994,15.1,3.1,36.0,False,0.0,05-15,2,5,False
2024-05-16,sw100044,0.0,57.537499999999994,15.9,52.9,498.0,False,0.0,05-16,3,5,False
2024-05-17,sw100044,0.0,57.537499999999994,11.4,25.1,0.0,False,0.0,05-17,4,5,False
2024-05-18,sw100044,0.0,57.537499999999994,14.4,2.2,408.0,False,0.0,05-18,5,5,False
2024-05-19,sw100044,0.0,57.537499999999994,14.6,0.4,318.0,False,0.0,05-19,6,5,False
2024-05-20,sw100044,0.0,57.537499999999994,17.0,1.8,720.0,False,0.0,05-20,0,5,True
2024-05-21,sw100044,0.0,57.537499999999994,14.5,10.0,0.0,False,0.0,05-21,1,5,False
2024-05-22,sw100044,0.0,57.537499999999994,15.2,2.7,276.0,False,0.0,05-22,2,5,False
2024-05-23,sw100044,0.0,57.537499999999994,14.1,6.2,384.0,False,0.0,05-23,3,5,False
2024-05-24,sw100044,0.0,57.537499999999994,13.6,0.5,180.0,False,0.0,05-24,4,5,False
2024-05-25,sw100044,0.0,57.537499999999994,14.9,1.2,612.0,False,0.0,05-25,5,5,False
2024-05-26,sw100044,0.0,57.537499999999994,16.9,2.1,570.0,False,0.0,05-26,6,5,False
2024-05-27,sw100044,0.0,57.537499999999994,16.0,9.8,162.0,False,0.0,05-27,0,5,False
2024-05-28,sw100044,0.0,57.537499999999994,15.2,0.0,768.0,False,0.0,05-28,1,5,False
2024-05-29,sw100044,0.0,57.537499999999994,15.6,11.1,78.0,False,0.0,05-29,2,5,False
2024-05-30,sw100044,0.0,57.537499999999994,16.0,0.8,558.0,False,0.0,05-30,3,5,True
2024-05-31,sw100044,0.0,57.537499999999994,12.3,23.8,0.0,False,0.0,05-31,4,5,False
2024-06-01,sw100044,0.0,57.537499999999994,13.5,16.7,0.0,False,0.0,06-01,5,6,False
2024-06-02,sw100044,0.0,57.537499999999994,15.4,36.3,66.0,False,0.0,06-02,6,6,False
2024-06-03,sw100044,0.0,57.537499999999994,14.0,0.0,42.0,False,0.0,06-03,0,6,False
2024-06-04,sw100044,0.0,57.537499999999994,16.7,0.0,408.0,False,0.0,06-04,1,6,False
2024-06-05,sw100044,0.0,57.537499999999994,17.5,0.0,300.0,False,0.0,06-05,2,6,False
2024-06-06,sw100044,0.0,57.537499999999994,18.9,0.6,684.0,False,0.0,06-06,3,6,False
2024-06-07,sw100044,0.0,57.537499999999994,19.3,0.0,798.0,False,0.0,06-07,4,6,False
2024-06-08,sw100044,0.0,57.537499999999994,18.8,2.6,510.0,False,0.0,06-08,5,6,False
2024-06-09,sw100044,0.0,57.537499999999994,18.3,0.0,516.0,False,0.0,06-09,6,6,False
2024-06-10,sw100044,0.0,57.537499999999994,16.7,0.1,606.0,False,0.0,06-10,0,6,False
2024-06-11,sw100044,0.0,57.537499999999994,13.1,1.0,552.0,False,0.0,06-11,1,6,False
2024-06-12,sw100044,0.0,57.537499999999994,14.2,0.6,546.0,False,0.0,06-12,2,6,False
2024-06-13,sw100044,0.0,57.537499999999994,14.9,0.0,756.0,False,0.0,06-13,3,6,False
2024-06-14,sw100044,0.0,57.537499999999994,16.1,8.9,18.0,False,0.0,06-14,4,6,False
2024-06-15,sw100044,0.0,57.537499999999994,16.6,0.1,486.0,False,0.0,06-15,5,6,False
2024-06-16,sw100044,0.0,57.537499999999994,18.0,0.3,432.0,False,0.0,06-16,6,6,False
2024-06-17,sw100044,1.0,62.44,18.9,0.1,234.0,False,0.0,06-17,0,6,False
2024-06-18,sw100044,0.0,57.537499999999994,22.5,6.4,708.0,False,0.0,06-18,1,6,False
2024-06-19,sw100044,0.0,57.537499999999994,20.6,0.5,384.0,False,0.0,06-19,2,6,False
2024-06-20,sw100044,0.0,57.537499999999994,21.3,0.0,180.0,False,0.0,06-20,3,6,False
2024-06-21,sw100044,0.0,57.537499999999994,20.6,1.1,138.0,False,0.0,06-21,4,6,False
2024-06-22,sw100044,0.0,57.537499999999994,15.9,15.3,318.0,False,0.0,06-22,5,6,False
2024-06-23,sw100044,0.0,57.537499999999994,18.1,0.0,342.0,False,0.0,06-23,6,6,False
2024-06-24,sw100044,0.0,57.537499999999994,21.4,0.0,780.0,False,0.0,06-24,0,6,False
2024-06-25,sw100044,0.0,57.537499999999994,22.5,0.0,912.0,False,0.0,06-25,1,6,False
2024-06-26,sw100044,0.0,57.537499999999994,21.0,1.7,468.0,False,0.0,06-26,2,6,False
2024-06-27,sw100044,0.0,57.537499999999994,23.3,0.0,534.0,False,0.0,06-27,3,6,False
2024-06-28,sw100044,0.0,57.537499999999994,23.3,8.5,582.0,False,0.0,06-28,4,6,False
2024-06-29,sw100044,0.0,57.537499999999994,25.9,1.3,558.0,False,0.0,06-29,5,6,False
2024-06-30,sw100044,0.0,57.537499999999994,18.6,4.3,0.0,False,0.0,06-30,6,6,False
2024-07-01,sw100044,0.0,57.537499999999994,16.6,0.8,150.0,False,0.0,07-01,0,7,False
2024-07-02,sw100044,0.0,57.537499999999994,15.2,5.9,54.0,False,0.0,07-02,1,7,False
2024-07-03,sw100044,0.0,57.537499999999994,13.6,21.2,36.0,False,0.0,07-03,2,7,False
2024-07-04,sw100044,0.0,57.537499999999994,16.4,1.5,198.0,False,0.0,07-04,3,7,False
2024-07-05,sw100044,0.0,57.537499999999994,19.1,0.0,630.0,False,0.0,07-05,4,7,False
2024-07-06,sw100044,0.0,57.537499999999994,18.6,5.4,234.0,False,0.0,07-06,5,7,False
2024-07-07,sw100044,0.0,57.537499999999994,16.9,0.0,330.0,False,0.0,07-07,6,7,False
2024-07-08,sw100044,0.0,57.537499999999994,20.5,0.0,864.0,False,0.0,07-08,0,7,False
2024-07-09,sw100044,0.0,57.537499999999994,25.1,4.9,876.0,False,0.0,07-09,1,7,False
2024-07-10,sw100044,0.0,57.537499999999994,22.1,4.0,174.0,False,0.0,07-10,2,7,False
2024-07-11,sw100044,0.0,57.537499999999994,21.8,9.2,366.0,False,0.0,07-11,3,7,False
2024-07-12,sw100044,0.0,57.537499999999994,20.5,6.6,120.0,False,0.0,07-12,4,7,False
2024-07-13,sw100044,0.0,57.537499999999994,17.9,0.0,492.0,False,0.0,07-13,5,7,False
2024-07-14,sw100044,0.0,57.537499999999994,19.5,0.0,552.0,False,0.0,07-14,6,7,False
2024-07-15,sw100044,0.0,57.537499999999994,22.8,1.9,726.0,False,0.0,07-15,0,7,False
2024-07-16,sw100044,0.0,57.537499999999994,21.2,0.0,474.0,False,0.0,07-16,1,7,False
2024-07-17,sw100044,0.0,57.537499999999994,20.5,0.0,642.0,False,0.0,07-17,2,7,False
2024-07-18,sw100044,0.0,57.537499999999994,22.2,0.0,780.0,False,0.0,07-18,3,7,False
2024-07-19,sw100044,0.0,57.537499999999994,24.0,0.0,618.0,False,0.0,07-19,4,7,False
2024-07-20,sw100044,0.0,57.537499999999994,24.5,0.2,642.0,False,0.0,07-20,5,7,False
2024-07-21,sw100044,0.0,57.537499999999994,22.8,11.2,342.0,False,0.0,07-21,6,7,False
2024-07-22,sw100044,0.0,57.537499999999994,21.8,0.5,510.0,False,0.0,07-22,0,7,False
2024-07-23,sw100044,0.0,57.537499999999994,20.2,2.2,144.0,False,0.0,07-23,1,7,False
2024-07-24,sw100044,0.0,57.537499999999994,18.2,0.0,322.0,False,0.0,07-24,2,7,False
2024-07-25,sw100044,0.0,57.537499999999994,19.7,0.0,684.0,False,0.0,07-25,3,7,False
2024-07-26,sw100044,0.0,57.537499999999994,21.6,0.0,318.0,False,0.0,07-26,4,7,False
2024-07-27,sw100044,0.0,57.537499999999994,21.6,10.0,206.0,False,0.0,07-27,5,7,False
2024-07-28,sw100044,0.0,57.537499999999994,19.1,0.0,610.0,False,0.0,07-28,6,7,False
2024-07-29,sw100044,0.0,57.537499999999994,20.9,0.0,835.0,False,0.0,07-29,0,7,False
2024-07-30,sw100044,0.0,57.537499999999994,24.3,0.0,733.0,False,0.0,07-30,1,7,False
2024-07-31,sw100044,0.0,57.537499999999994,25.4,0.0,589.0,False,0.0,07-31,2,7,False
2024-08-01,sw100044,0.0,57.537499999999994,22.0,5.2,246.0,True,0.1,08-01,3,8,False
2024-08-02,sw100044,0.0,57.537499999999994,21.8,6.2,397.0,True,0.1,08-02,4,8,False
2024-08-03,sw100044,0.0,57.537499999999994,20.9,0.0,326.0,True,0.1,08-03,5,8,False
2024-08-04,sw100044,0.0,57.537499999999994,20.3,1.4,174.0,True,0.1,08-04,6,8,False
2024-08-05,sw100044,0.0,57.537499999999994,20.6,0.0,452.0,True,0.1,08-05,0,8,False
2024-08-06,sw100044,0.0,57.537499999999994,22.9,0.0,692.0,True,0.1,08-06,1,8,False
2024-08-07,sw100044,0.0,57.537499999999994,22.9,0.7,332.0,True,0.1,08-07,2,8,False
2024-08-08,sw100044,0.0,57.537499999999994,20.8,0.0,356.0,True,0.1,08-08,3,8,True
2024-08-09,sw100044,0.0,57.537499999999994,22.3,0.0,496.0,True,0.1,08-09,4,8,False
2024-08-10,sw100044,0.0,57.537499999999994,23.9,0.0,613.0,True,0.1,08-10,5,8,False
2024-08-11,sw100044,0.0,57.537499999999994,24.6,0.0,759.0,True,0.1,08-11,6,8,False
2024-08-12,sw100044,0.0,57.537499999999994,26.9,0.0,583.0,True,0.1,08-12,0,8,False
2024-08-13,sw100044,0.0,57.537499999999994,26.6,0.0,627.0,True,0.1,08-13,1,8,False
2024-08-14,sw100044,0.0,57.537499999999994,23.3,1.0,517.0,True,0.1,08-14,2,8,False
2024-08-15,sw100044,0.0,57.537499999999994,23.1,0.0,708.0,True,0.1,08-15,3,8,True
2024-08-16,sw100044,0.0,57.537499999999994,24.4,0.0,552.0,True,0.1,08-16,4,8,False
2024-08-17,sw100044,0.0,57.537499999999994,23.7,14.9,564.0,True,0.1,08-17,5,8,False
2024-08-18,sw100044,0.0,57.537499999999994,18.7,4.9,0.0,True,0.1,08-18,6,8,False
2024-08-19,sw100044,0.0,57.537499999999994,18.3,0.0,432.0,True,0.1,08-19,0,8,False
2024-08-20,sw100044,0.0,57.537499999999994,19.0,1.1,228.0,True,0.1,08-20,1,8,False
2024-08-21,sw100044,0.0,57.537499999999994,18.2,0.3,504.0,True,0.1,08-21,2,8,False
2024-08-22,sw100044,0.0,57.537499999999994,18.2,0.0,714.0,True,0.1,08-22,3,8,False
2024-08-23,sw100044,0.0,57.537499999999994,21.6,0.0,744.0,True,0.1,08-23,4,8,False
2024-08-24,sw100044,0.0,57.537499999999994,25.7,6.1,714.0,True,0.1,08-24,5,8,False
2024-08-25,sw100044,0.0,57.537499999999994,18.0,0.0,402.0,True,0.1,08-25,6,8,False
2024-08-26,sw100044,0.0,57.537499999999994,17.1,0.0,468.0,True,0.1,08-26,0,8,False
2024-08-27,sw100044,0.0,57.537499999999994,20.0,0.0,696.0,True,0.1,08-27,1,8,False
2024-08-28,sw100044,0.0,57.537499999999994,22.9,0.0,744.0,True,0.1,08-28,2,8,False
2024-08-29,sw100044,0.0,57.537499999999994,25.0,0.0,624.0,True,0.1,08-29,3,8,False
2024-08-30,sw100044,0.0,57.537499999999994,25.2,0.0,648.0,True,0.1,08-30,4,8,False
2024-08-31,sw100044,0.0,57.537499999999994,24.6,0.0,672.0,True,0.1,08-31,5,8,False
2024-09-01,sw100044,0.0,57.537499999999994,25.1,0.0,582.0,True,0.15,09-01,6,9,False
2024-09-02,sw100044,0.0,57.537499999999994,22.5,0.0,96.0,True,0.15,09-02,0,9,False
2024-09-03,sw100044,0.0,57.537499999999994,23.5,0.7,534.0,True,0.15,09-03,1,9,False
2024-09-04,sw100044,0.0,57.537499999999994,20.6,2.4,240.0,True,0.15,09-04,2,9,False
2024-09-05,sw100044,0.0,57.537499999999994,22.6,18.1,468.0,True,0.15,09-05,3,9,False
2024-09-06,sw100044,0.0,57.537499999999994,19.1,0.0,294.0,True,0.15,09-06,4,9,False
2024-09-07,sw100044,0.0,57.537499999999994,22.0,0.0,708.0,True,0.15,09-07,5,9,False
2024-09-08,sw100044,0.0,57.537499999999994,18.0,15.3,54.0,True,0.15,09-08,6,9,False
2024-09-09,sw100044,0.0,57.537499999999994,16.3,4.6,162.0,True,0.15,09-09,0,9,False
2024-09-10,sw100044,0.0,57.537499999999994,15.6,0.3,186.0,True,0.15,09-10,1,9,False
2024-09-11,sw100044,0.0,57.537499999999994,12.5,7.3,0.0,True,0.15,09-11,2,9,False
2024-09-12,sw100044,0.0,57.537499999999994,9.9,10.5,198.0,True,0.15,09-12,3,9,False
2024-09-13,sw100044,0.0,57.537499999999994,9.7,2.3,162.0,True,0.15,09-13,4,9,False
2024-09-14,sw100044,0.0,57.537499999999994,11.0,0.0,168.0,True,0.15,09-14,5,9,False
2024-09-15,sw100044,0.0,57.537499999999994,11.8,0.3,324.0,True,0.15,09-15,6,9,False
2024-09-16,sw100044,0.0,57.537499999999994,11.6,4.1,0.0,True,0.15,09-16,0,9,False
2024-09-17,sw100044,0.0,57.537499999999994,15.0,0.0,96.0,True,0.15,09-17,1,9,False
2024-09-18,sw100044,0.0,57.537499999999994,17.6,0.0,648.0,True,0.15,09-18,2,9,False
2024-09-19,sw100044,0.0,57.537499999999994,17.5,0.0,648.0,True,0.15,09-19,3,9,False
2024-09-20,sw100044,0.0,57.537499999999994,16.7,0.0,678.0,True,0.15,09-20,4,9,False
2024-09-21,sw100044,0.0,57.537499999999994,16.5,0.0,690.0,True,0.15,09-21,5,9,False
2024-09-22,sw100044,0.0,57.537499999999994,17.0,0.0,528.0,True,0.15,09-22,6,9,False
2024-09-23,sw100044,0.0,57.537499999999994,15.7,10.8,24.0,True,0.15,09-23,0,9,False
2024-09-24,sw100044,0.0,57.537499999999994,15.3,0.2,156.0,True,0.15,09-24,1,9,False
2024-09-25,sw100044,0.0,57.537499999999994,16.5,3.4,72.0,True,0.15,09-25,2,9,False
2024-09-26,sw100044,0.0,57.537499999999994,15.7,4.0,0.0,True,0.15,09-26,3,9,False
2024-09-27,sw100044,0.0,57.537499999999994,13.4,3.7,306.0,True,0.15,09-27,4,9,False
2024-09-28,sw100044,0.0,57.537499999999994,10.5,0.5,216.0,True,0.15,09-28,5,9,False
2024-09-29,sw100044,0.0,57.537499999999994,9.1,0.0,246.0,True,0.15,09-29,6,9,False
2024-09-30,sw100044,0.0,57.537499999999994,13.0,0.7,84.0,True,0.15,09-30,0,9,False
2024-10-01,sw100044,0.0,57.537499999999994,14.5,10.8,48.0,True,0.1,10-01,1,10,False
2024-10-02,sw100044,0.0,57.537499999999994,11.5,1.3,156.0,True,0.1,10-02,2,10,False
2024-10-03,sw100044,0.0,57.537499999999994,9.5,0.2,6.0,True,0.1,10-03,3,10,True
2024-10-04,sw100044,0.0,57.537499999999994,10.0,0.3,6.0,True,0.1,10-04,4,10,False
2024-10-05,sw100044,0.0,57.537499999999994,9.9,0.0,30.0,True,0.1,10-05,5,10,False
2024-10-06,sw100044,0.0,57.537499999999994,9.8,1.6,336.0,True,0.1,10-06,6,10,False
2024-10-07,sw100044,0.0,57.537499999999994,14.8,13.5,96.0,True,0.1,10-07,0,10,False
2024-10-08,sw100044,0.0,57.537499999999994,14.4,13.2,0.0,True,0.1,10-08,1,10,False
2024-10-09,sw100044,0.0,57.537499999999994,15.5,0.3,168.0,True,0.1,10-09,2,10,False
2024-10-10,sw100044,0.0,57.537499999999994,14.7,3.1,60.0,True,0.1,10-10,3,10,False
2024-10-11,sw100044,0.0,57.537499999999994,9.9,0.0,180.0,True,0.1,10-11,4,10,False
2024-10-12,sw100044,0.0,57.537499999999994,10.5,1.8,294.0,True,0.1,10-12,5,10,False
2024-10-13,sw100044,0.0,57.537499999999994,11.7,0.0,342.0,True,0.1,10-13,6,10,False
2024-10-14,sw100044,0.0,57.537499999999994,9.7,7.7,60.0,True,0.1,10-14,0,10,False
2024-10-15,sw100044,0.0,57.537499999999994,13.0,0.0,0.0,True,0.1,10-15,1,10,False
2024-10-16,sw100044,0.0,57.537499999999994,13.0,0.0,228.0,True,0.1,10-16,2,10,False
2024-10-17,sw100044,0.0,57.537499999999994,15.4,0.0,204.0,True,0.1,10-17,3,10,False
2024-10-18,sw100044,0.0,57.537499999999994,13.1,2.1,0.0,True,0.1,10-18,4,10,False
2024-10-19,sw100044,0.0,57.537499999999994,13.2,0.0,18.0,True,0.1,10-19,5,10,False
2024-10-20,sw100044,0.0,57.537499999999994,13.2,0.0,102.0,True,0.1,10-20,6,10,False
2024-10-21,sw100044,0.0,57.537499999999994,15.0,0.0,300.0,True,0.1,10-21,0,10,False
2024-10-22,sw100044,0.0,57.537499999999994,14.3,0.8,24.0,True,0.1,10-22,1,10,False
2024-10-23,sw100044,0.0,57.537499999999994,9.9,0.0,330.0,True,0.1,10-23,2,10,False
2024-10-24,sw100044,0.0,57.537499999999994,11.9,0.0,24.0,True,0.1,10-24,3,10,False
2024-10-25,sw100044,0.0,57.537499999999994,13.5,0.0,342.0,True,0.1,10-25,4,10,False
2024-10-26,sw100044,0.0,57.537499999999994,11.2,0.0,270.0,True,0.1,10-26,5,10,False
2024-10-27,sw100044,0.0,57.537499999999994,11.1,0.0,240.0,True,0.1,10-27,6,10,False
2024-10-28,sw100044,0.0,57.537499999999994,13.1,0.0,414.0,True,0.1,10-28,0,10,False
2024-10-29,sw100044,0.0,57.537499999999994,13.3,0.0,516.0,True,0.1,10-29,1,10,False
2024-10-30,sw100044,0.0,57.537499999999994,11.4,0.0,408.0,True,0.1,10-30,2,10,False
2024-10-31,sw100044,0.0,57.537499999999994,10.4,0.0,0.0,True,0.1,10-31,3,10,False
2024-11-01,sw100044,0.0,57.537499999999994,9.7,0.0,270.0,True,0.05,11-01,4,11,True
2024-11-02,sw100044,0.0,57.537499999999994,9.1,0.2,6.0,True,0.05,11-02,5,11,False
2024-11-03,sw100044,0.0,57.537499999999994,9.8,0.0,6.0,True,0.05,11-03,6,11,False
2024-11-04,sw100044,0.0,57.537499999999994,8.0,0.0,330.0,True,0.05,11-04,0,11,False
2024-11-05,sw100044,0.0,57.537499999999994,7.1,0.0,384.0,True,0.05,11-05,1,11,False
2024-11-06,sw100044,0.0,57.537499999999994,7.0,0.1,0.0,True,0.05,11-06,2,11,False
2024-11-07,sw100044,0.0,57.537499999999994,6.7,0.0,0.0,True,0.05,11-07,3,11,False
2024-11-08,sw100044,0.0,57.537499999999994,7.1,0.0,0.0,True,0.05,11-08,4,11,False
2024-11-09,sw100044,0.0,57.537499999999994,6.6,0.1,420.0,True,0.05,11-09,5,11,False
2024-11-10,sw100044,0.0,57.537499999999994,4.4,0.1,0.0,True,0.05,11-10,6,11,False
2024-11-11,sw100044,0.0,57.537499999999994,5.1,3.5,6.0,True,0.05,11-11,0,11,False
2024-11-12,sw100044,0.0,57.537499999999994,5.3,0.0,0.0,True,0.05,11-12,1,11,False
2024-11-13,sw100044,0.0,57.537499999999994,2.7,0.6,0.0,True,0.05,11-13,2,11,False
2024-11-14,sw100044,0.0,57.537499999999994,4.5,0.3,0.0,True,0.05,11-14,3,11,False
2024-11-15,sw100044,0.0,57.537499999999994,6.4,0.0,0.0,True,0.2,11-15,4,11,False
2024-11-16,sw100044,0.0,57.537499999999994,3.5,0.0,336.0,True,0.2,11-16,5,11,False
2024-11-17,sw100044,0.0,57.537499999999994,4.9,0.8,66.0,True,0.2,11-17,6,11,False
2024-11-18,sw100044,0.0,57.537499999999994,7.2,1.6,0.0,True,0.2,11-18,0,11,False
2024-11-19,sw100044,0.0,57.537499999999994,9.6,15.7,18.0,True,0.2,11-19,1,11,False
2024-11-20,sw100044,0.0,57.537499999999994,2.8,0.0,414.0,True,0.2,11-20,2,11,True
2024-11-21,sw100044,0.0,57.537499999999994,1.6,0.0,12.0,True,0.2,11-21,3,11,False
2024-11-22,sw100044,0.0,57.537499999999994,0.8,0.7,162.0,True,0.2,11-22,4,11,False
2024-11-23,sw100044,0.0,57.537499999999994,3.6,0.0,210.0,True,0.2,11-23,5,11,False
2024-11-24,sw100044,0.0,57.537499999999994,11.6,0.0,150.0,True,0.2,11-24,6,11,False
2024-11-25,sw100044,0.0,57.537499999999994,12.8,7.5,198.0,True,0.2,11-25,0,11,False
2024-11-26,sw100044,0.0,57.537499999999994,9.3,0.4,84.0,True,0.2,11-26,1,11,False
2024-11-27,sw100044,0.0,57.537499999999994,8.2,5.7,324.0,True,0.2,11-27,2,11,False
2024-11-28,sw100044,0.0,57.537499999999994,6.8,0.0,102.0,True,0.2,11-28,3,11,False
2024-11-29,sw100044,0.0,57.537499999999994,3.2,0.0,354.0,True,0.2,11-29,4,11,False
2024-11-30,sw100044,0.0,57.537499999999994,1.6,0.0,438.0,True,0.2,11-30,5,11,False
2024-12-01,sw100044,0.0,57.537499999999994,0.4,0.1,444.0,True,0.2,12-01,6,12,False
2024-12-02,sw100044,0.0,57.537499999999994,5.6,4.1,132.0,True,0.2,12-02,0,12,False
2024-12-03,sw100044,0.0,57.537499999999994,5.7,2.6,42.0,True,0.12,12-03,1,12,False
2024-12-04,sw100044,0.0,57.537499999999994,3.0,0.0,126.0,True,0.12,12-04,2,12,False
2024-12-05,sw100044,0.0,57.537499999999994,1.6,8.2,228.0,True,0.12,12-05,3,12,False
2024-12-06,sw100044,0.0,57.537499999999994,7.3,0.1,96.0,True,0.12,12-06,4,12,False
2024-12-07,sw100044,0.0,57.537499999999994,5.5,1.4,0.0,True,0.12,12-07,5,12,False
2024-12-08,sw100044,0.0,57.537499999999994,3.7,0.5,0.0,True,0.12,12-08,6,12,False
2024-12-09,sw100044,0.0,57.537499999999994,3.5,0.0,0.0,True,0.12,12-09,0,12,False
2024-12-10,sw100044,0.0,57.537499999999994,3.1,0.0,0.0,True,0.12,12-10,1,12,False
2024-12-11,sw100044,0.0,57.537499999999994,2.0,0.0,0.0,True,0.12,12-11,2,12,False
2024-12-12,sw100044,0.0,57.537499999999994,1.8,0.0,0.0,True,0.12,12-12,3,12,False
2024-12-13,sw100044,0.0,57.537499999999994,1.4,0.0,0.0,True,0.12,12-13,4,12,False
2024-12-14,sw100044,0.0,57.537499999999994,0.6,0.6,72.0,True,0.12,12-14,5,12,False
2024-12-15,sw100044,0.0,57.537499999999994,3.9,0.0,72.0,True,0.12,12-15,6,12,False
2024-12-16,sw100044,0.0,57.537499999999994,7.5,0.0,120.0,True,0.12,12-16,0,12,False
2024-12-17,sw100044,0.0,57.537499999999994,5.2,0.0,0.0,True,0.12,12-17,1,12,False
2024-12-18,sw100044,0.0,57.537499999999994,7.5,0.1,144.0,True,0.12,12-18,2,12,False
2024-12-19,sw100044,0.0,57.537499999999994,9.2,6.3,60.0,True,0.12,12-19,3,12,False
2024-12-20,sw100044,0.0,57.537499999999994,2.7,0.0,48.0,True,0.12,12-20,4,12,False
2024-12-21,sw100044,0.0,57.537499999999994,4.6,2.9,102.0,True,0.12,12-21,5,12,False
